,context,question,answerA,answerB,answerC,correct
8430,"Although they were miles away from the dog, Austin pulled the emergency brake back.",How would you describe Austin?,like an idiot,cautious,very dangerous,B
8431,Skylar grabbed Cameron's bag to give to Cameron so that they could go on their trip.,What will Skylar want to do next?,take the bag from Cameron,go on the trip,be nice,B
8432,Casey paid the cashier for the TV with several fresh hundred dollar bills.,What does Casey need to do before this?,show off her wealth,enjoy life,carry the money to the store,C
8433,"Jesse was invited to a wedding party for a good friend, and the invitation said to dress formally, so Jesse wore high heels.",How would you describe Jesse?,was clumsy,was fashionable,was sloppy,B
8434,Austin watched a movie with me after making time to hang out and socialize.,How would you describe Austin?,amicable,tired,isolated,A
8435,Lee jumped back into the River after he got his beer.,What does Lee need to do before this?,open his beer,close the lock,mow the grass,A
8436,We put some cream on her face and did her Halloween makeup just like a zombie.,How would you describe Lee?,A good face painter,excited about Halloween,excited about her costume,B
8437,Sydney also gave Ash grief when she find out Ash´s mom has passed away last sunday.,What will Sydney want to do next?,spend time with Ash,Invite ash to her hoouse,wanted to be strict,A
8438,Bailey didn't know their speech so they were practicing it to themself.,How would you describe Bailey?,proud,responsible,calm,B
8439,Skylar was deepening the relationship with Remy and spending time with her family.,What will Remy want to do next?,hide skylar from the family,need to make them happy,take the next step in the relationship,C
8440,Tracy declared unto them their love because they had just gotten engaged.,Why did Tracy do this?,tell everyone the good news,hide the excitement,attend their wedding,A
8441,Ash is tired and ready to go to bed.,What does Ash need to do before this?,ran all day,go and work on his car,wash his face,C
8442,Skylar was holding a secret meeting in his room. He heard a knock at the door.,What will Others want to do next?,Hide in blankets,throw a party,hide in the closet,C
8443,Casey went to high school. They wanted to be an engineer.,How would Casey feel afterwards?,determined,motivated,tired,B
8444,"Kai didn't want Bailey to leave while they were gone, so Kai bounds Bailey together.",How would you describe Kai?,Friendly,Unstable,Loving,B
8445,Jesse's smoking seemed to be affecting Casey's health. Casey mentions how it bothers other people as well.,What will Jesse want to do next?,leave Casey's area to smoke,stay away from Jesse,help Jesse quit smoking,A
8446,Skylar confessed about their secret engagement before Jesse's father and he freaked out and started throwing things.,What will happen to Jesse?,get the blessing of their father,get their father's love,get lambasted,C
8447,Ash helped their team score the winning goal.,What will happen to Others?,Others will win hearts,celebrate the win,Others will move onto the championship,B
8448,Taylor took Kendall's dog on a walk to the park and back.,How would you describe Taylor?,horrible,tired,awesome,C
8449,Quinn couldnt afford the condo. Quinn decided to move back with their parents.,How would Quinn feel afterwards?,realistic,reasonable,disappointed that they had to move,C
8450,Jan made the decision to wear black at her sister's wedding instead of blue.,What does Jan need to do before this?,know of the wedding,look cool,blend in,A
8451,Bailey took Kendall to the movies so they could have fun.,What will happen to Kendall?,she will hate it,have a good time,be bored,B
8452,Remy loved to help others.  He would always go out of his way to help others succeed.,How would you describe Remy?,concerned about others,Fulfilled that they did what they wanted to do,Happy to see other succeed,A
8453,Casey asked other people if they thought she was a nice person.,Why did Casey do this?,go away,try to prove they really are nice,get rid of insecurities,C
8454,Alex called Bailey's boyfriend while she was drunk and told him how she felt.,How would you describe Alex?,leave Alex alone,a solemn individual,a huge flirt,C
8455,Skylar told ALex how they felt and the agreed to change their plans.,What will Skylar want to do next?,avoid Alex next,reschedule what they had planned,change the plans next,B
8456,Carson helped Casey conduct the experiment to find a cure.,What will Carson want to do next?,help because they are friends,needed the proper result for the experiment,be careful,A
8457,"After all the other doctors had given up, Lee restored Remy's health.",What will Remy want to do next?,watch over Remy,be angry towards Lee,enjoy their restored health,C
8458,Cameron took time out of their day to play poker with their friends.,What are the others going to do next?,thank Cameron for playing poker with them,ignore Cameron for coming to play poker,stop playing poker with Cameron anymore afterwards,A
8459,Skylar advised Tracy to go to the bathroom because she was very gassy in public.,How would Tracy feel as a result?,happy,uncomfortable,annoyed by Tracy's gas,B
8460,"Having prepared for their first driving test, Alex pulled into the parking lot.",How would Alex feel afterwards?,hopeful to pass the test,sad that they didn't pass the test,pressured to practice for the driving test,A
8461,"After meeting Alex for the first time at a party, Lee gave Alex's hand a shake.",How would you describe Lee's personality?,nervous about meeting someone new,a friendly person,a shy person,B
8462,"Tracy had to fly out of town, so Addison took Tracy to the airport.",How would Addison feel afterwards?,aggravated with herself,angry to have gone,happy to help her friend,C
8463,Sasha opened Robin's account for Robin while Robin was recuperating from an accident.,Why did Sasha do this?,steal from Robin,make Robin sicker,help Robin,C
8464,Tracy parked her car in a parking garage but is unable to locate it.,What will Tracy want to do next?,ask her friends,forget her spot,lose her car,A
8465,Carson asked their daughter to perform the lines for everyone to see.,What will Others want to do next?,show off their daughter,applaud the performance,help build their daughter's confidence,B
8466,Skylar read the paper when they were feature in an article.,What will Skylar want to do next?,save a clipping,burn the paper,open the paper,A
8467,Sydney saw Kendall's kids and ask what their ages are.,What will Sydney want to do next?,they wanted to learn more about Sydney's family,they wanted to know if their guess was correct,listen to Kendall's kids,C
8468,"After seeing her sing so well in front of the crowd, Cameron sung the praises of joy.",What will Cameron want to do next?,ignore Joy,see Joy perform again,forget about Joy,B
8469,Kai is known to be a bit of a troublemaker. Aubrey didn't like Kai.,How would you describe Aubrey?,coming to the party,angry that Kai caused so much trouble,a person who doesn't like Kai,C
8470,Cameron asked the water boy for a drink. Cameron took a drink lying down.,What will happen to Cameron?,The others will say he's weird,consume liquid,The others will laugh,B
8471,Alex went to the dog pound with Addison.,How would Alex feel afterwards?,didn't want to see animals,was proud of Addison for picking a nice puppy,was mad at Addison,B
8472,Quinn brought Austin's lunch to him after he forgot it.,What will Quinn want to do next?,be thanked next,need to get the lunch,eat breakfast next,A
8473,"Jesse was at home with their family, and Jesse called them all into the living room.",Why did Jesse do this?,wanted to watch a TV show,had an important announcement to make,wanted to be left alone,B
8474,Ash was poor and Riley bore Ash's share of the rent money.,What does Riley need to do?,make sure Ash could stay where she lived,pay Ash's share of the rent money,let Ash pay for the rent herself,B
8475,Bailey peeked inside the door to see what was going on.,How would Bailey feel afterwards?,mad,informed,upset,B
8476,The karate class watched as Kendall came forward and was able to break through the fourth wall with her kick.,How would Others feel as a result?,like their hard work at karate paid off,in awe of Kendall's power,like their practice at karate paid off,B
8477,Jesse borrowed Jordan's car for the weekend in order to move apartments.,What does Jesse need to do before this?,needed to steal the car,needed to learn how to drive,needed to not have a driver's license,B
8478,Casey took her friend to the Zoo to see the animals.,What does Casey need to do before this?,have a friend who knows about the zoo,learn about animals,drive to the zoo,C
8479,Sydney could not find her keys and she made a big deal about it.,What does Sydney need to do before this?,lose her keys,help Sydney,listen to Sydney,A
8480,Aubrey folded Skylar's hands after she placed a present she knew he would like.,How would Skylar feel as a result?,angry because its the wrong gift,a good friend,happy about the gift,C
8481,Jordan spent life in prison because they killed another person.,What does Jordan need to do before this?,do the crime,Ask for forgiveness,have the judge convict them,A
8482,Riley was going camping with some friends. they bought a new tent.,What will Riley want to do next?,have a tent,get a book,get firewood,C
8483,Remy had a dentist appointment that was too far away for them to walk to.,What does Remy need to do before this?,needed to leave on time,call for a cab ride to the dentist,needed to take the bus instead,B
8484,"After designing a new operating system, Kendall provided the interface to Jordan.",Why did Kendall want to do this?,try out the new system,have Jordan use the operating system,pay Jordan for the operating system,A
8485,Kendall helped to get the fire started. It wasn't easy because the wood was damp.,What will Kendall want to do next?,warm themselves near the fire,sit down next to the fire,toast s'mores,A
8486,Robin was in a quiet library over by the window. Robin let loose a big fart.,How would Robin feel as a result?,like laughing,ashamed with themselves,like crying,B
8487,Quinn lied next to Jordan after getting naked.,What will Quinn want to do next?,Put his clothes back on,kiss jordan,roll away from jordan,B
8488,Taylor had a big math exam coming up. Taylor did not study at all and got a 100 on the test.,How would you describe Taylor?,must be a math savant,takes exams seriously,Happy,A
8489,Bailey felt bored sitting at home and came out tonight.,Why did Bailey do this?,have fun out with friends,needed to take a shower and put on makeup,stay at home and play games,A
8490,"Since there was a race coming up and they needed to practice, Quinn swam back and forth across the pool.",Why did Quinn do this?,take first place in race,forget how to swim,be able to get a good form,A
8491,Addison ate tacos at the park and got full quickly.,How would Addison feel afterwards?,very hungry,good now,bored now,B
8492,addison wanted to see casey so he scheduled for casey to show up in front of him.,What will happen to Casey?,she will show up in front of addison,she will ignore addison,she will avoid addison,A
8493,Austin discussed every answer with the class on the day before the test.,What will happen to the class?,pass the test,fail the test,be thanked,A
8494,Sydney gave the speech but failed to mention that it was Alex who had written the speech.,What will Alex want to do next?,get a microphone for the speech,get full credit for the speech,get another podium for the speech,B
8495,Carson found the missing doll and returned it to the girl.,How would you describe Carson?,returned it to the girl,very generous,very spiteful,B
8496,Riley stole Tracy's candy from their bag and then gave it to others.,How would Tracy feel as a result?,bad for stealing,mad,like a criminal for stealing,A
8497,Bailey got the better of Addison by getting revenge.,What does Bailey need to do before this?,come up with a plan,laugh at addison,rub it in addison's face,A
8498,Bailey watched tv all night rather than studying for an important test.,How would you describe Bailey?,sad for failing the test,interested in learning,not very studious,C
8499,Skylar was recruited to the team ahead of the big game.,What will Skylar want to do next?,lose the game,study the moves,be victorious,B
8500,Addison plied Casey's trade when they had work.,What will Addison want to do next?,are a terrible person,are greedy,done well,C
8501,addison needed something done secretly so he exposed the person to a number.,What will Others want to do next?,be untraceable,listen to addison,ignore addison,B
8502,Riley's friends did not invite them to play football with them so Riley decided to make their own fun and painted a picture.,Why did Riley do this?,show others their picture,amuse themselves,have nothing to do,B
8503,Cameron paid their friend back because he was afraid of the consequences of not paying.,Why did Cameron pay the debt his friend had?,was worried about his friend,paid because the debt was also his,do the right thing,B
8504,Jordan was invited to sing a song and so had to learn the song by heart.,Why did Jordan do this?,show his appreciation for the invite,perform in front of others,teach others how to sing,B
8505,Sasha firmly exerted the necessary pressure on the local government to get things done.,How could you describe Sasha?,careful and persistent,a slacker and lazy,shy and quarrelsome,A
8506,Cameron volunteered at the local charity where he provided food to families.,Cameron could be described how?,greedy,selfish,generous,C
8507,Bailey decided to hire a new employee and put up an ad in the local classifieds.,What did Bailey do?,decided to hire someone new,sold her company,looked for a new employee on Linkedin,A
8508,"Bailey drank too much beer, got drunk and made a spectacle of themself.",How would you describe Bailey?,unable to hold their liquor,annoyed,embarrassed when they showered,A
8509,"Out of breath and winded, Tracy finally came within sight not far off from the finish line.",How would Tracy feel afterwards?,burdened by the last hurdle,committed,near,B
8510,Addison checked Skylar's car for a flat tire and got the jack when she realized she would need it.,What will Addison want to do next?,fix the car,change the tire next,to thank Addison,B
8511,Addison become roommate with Jdy during freshman year of college.,What will Addison want to do next?,find a new roomate,needed to graduate from high school,ignore judy,A
8512,Aubrey took Cameron's friend out to the club where they had way too much to drink.,What will Cameron want to do next?,kiss each other,have a good time,go to church,B
8513,Quinn went to the car lot and bought a car. They owned a car.,What does Quinn need to do before this?,buy another car,drive car,have money,C
8514,Taylor was a hussy.,What does Taylor need to do before this?,ok a shower,Avoid being around taylor,went to the mall,C
8515,Kai minded her business when she walked past a couple arguing.,What will Kai want to do after?,set a good example,talk to the couple,keep going,C
8516,Skylar resumed their duties at work and got a lot done.,How would Skylar feel afterwards?,someone who likes to complete tasks,a person who works hard,Good they got a lot done,C
8517,Kendall included an ink pen and paper in the gift for the writer.,Why did Kendall do this?,did this to be thoughtful,get a gift,did this for revenge,A
8518,Sasha fixed Taylor's tire and made sure that the air pressure was high.,What will Taylor want to do next?,reward Sasha,Pump are into the tire,Take the tire off the car,A
8519,Riley was in her hometown for the weekend and wanted to make plans so she called her friend.,What will Riley want to do next?,cancel her plans with her friends,free next week,make plans to meet up with her hometown friends,C
8520,Taylor taught every class that day because the other one was sick.,What will Others want to do next?,be unruly,go home and relax,pay attention,C
8521,Cameron went to the store and bought some video games that he liked and wanted to play.,What will happen to Others?,have fun,be angry,go home and set up the games,A
8522,Bailey apologized to his boss when he accidentally broke the sliding door's glass window.,What will happen to Others?,make it up to their boss,sweep the floor with Bailey,clean up the mess,C
8523,Jesse hit their head on the ground and woke up about an hour later.,What will happen to Others?,help them,have a headache,go away,A
8524,Excellent presents were given to Addison.,How would Addison feel afterwards?,Adddison wouldn't care that they got gifts,felt like they were loved,would be mad that they got gifts,B
8525,Ash poured a bowl of cereal for a snack after school.,How would Ash feel afterwards?,as smart,Glad they had a good snack,Good they like cereal,B
8526,Ash cracked the screen of the phone after dropping it.,What does Ash need to do before this?,buy a new phone,lose grip of the phone,get the screen repaired,B
8527,ash loved jordan well enough to ask them to marry them in a few months.,What will happen to Ash?,have a wife,lose a wife,get rejected,A
8528,"Remy fell asleep on the couch. While Remy was sleeping, Cameron took Remy's phone from their bag and watched a movie.",How would you describe Cameron?,amused,impolite,entertained,B
8529,cameron was annoying and mean so she would make fun of austin at school.,How would Austin feel as a result?,proud and strong,as angry,as calm,B
8530,Casey and Sasha argued loudly until Sasha ended up resigning in Casey's office.,What will Casey want to do next?,celebrate,hire a replacement for Sasha,invite Sasha out for dinner,B
8531,Jan moved from place to place when he was a young child.,What will Jan want to do next?,be happy,explore them,stay at home,C
8532,Cameron was playing with blocks when his brother came and pushed them over. Cameron hit their brother for messing it up.,What does Cameron need to do before this?,punish them,yell at them,needed to be playing,C
8533,"Tracy had difficulty expressing their desires. After much consideration, Tracy told Jordan what they wanted.",How would Tracy feel afterwards?,silly,hesitant,expectant,C
8534,Jesse can't wait for the new book to be released so he can buy it soon.,What will Jesse want to do next?,anxious,borrow it,buy the book,C
8535,Sasha entered Kai's house to deliver and install a new dishwasher.,What will Sasha want to do next?,didnt know how to install the dishwasher,set out their tools,set out the tea,B
8536,Carson told their brother about the dog that was at the park.,What will Carson want to do next?,see the dog,see what their brother thinks,think about the dog,C
8537,Austin ran the comb through Bailey's hair while he was cutting it.,What will happen to Bailey's hair?,It will be greasy,comb the knots out of Bailey's hair,It will be cut,C
8538,tracy was a smart person so she made sure to keep jesse's counsel.,How would Tracy feel afterwards?,thinks before speaking,as angry,as calm,C
8539,Alex was the bouncer at the bar that kai went to. Alex allowed Kai to enter even though she is underage.,How would you describe Alex?,breaking the law,a good friend,frustrated with Alex,A
8540,Riley said would bring a casserole to the meeting they were about to have.,What does Riley need to do before this?,had to go to the store and buy a tray of already made lasagna,had to go to the store and buy some fruit and whipping cream,cook the casserole,C
8541,quinn realized that they could not work alone so quinn told addison a part of the plan.,What will Quinn want to do next?,on board with the plan,regret telling addison the plan,avoid addison,A
8542,Casey took her dog out for a walk to get it some exercise on a nice day.,Why did Casey do this?,get the dog exercise,go home,had nothing to do that day,A
8543,Addison gave candy to Skylar's son and he enjoyed it a lot.,What will Skylar want to do next?,become angry,give Skylar's son more candy,be grateful,C
8544,"Cameron did not study for the test, so Robin took the test for him.",What will Robin want to do next?,fail it,write down the answers,pass the test,C
8545,"Quinn wasn't well liked, because they always made a lot of assumptions about everyone they came across. It was rude.",What does Quinn need to do before this?,be a sweet person,make a lot of friends,have an issue with people,C
8546,Addison is a psychologist and a therapist.,Why did Addison do this?,work as a therapist,wanted to help others,liked to be nosy,B
8547,Jesse is a teacher at an elementary school.,What will happen to Lee?,be assigned children,sleep,hear more stories,A
8548,Addison loved cake so much that they made one every day and ate the entire thing by themselves.,How would you describe Addison?,Others would want some cake,a gluttonous person,make a cake themselves,B
8549,Austin spent the whole day creating a cake. Austin told Cameron he made it from scratch.,What will Austin want to do next?,wanted to celebrate Cameron's birthday,share the cake with his friend,throw out the cake that he made,B
8550,Ash was tickling Jesse to get Jesse to confess to who she fancied in school.,How would you describe Ash?,lazy,clever,stupid,B
8551,Sydney kept a close watch on her house as the local roofers worked to replace the roof.,How would Sydney feel afterwards?,responsible,athletic,a homeowner,C
8552,Quinn and Carson were best friends with each other. Quinn put their arm around Carson.,What will Quinn want to do next?,tell a joke,talk about soccer,smile at Quinn,A
8553,Bailey's dog destroys things when it has too much energy. Bailey takes the dog to the dog park.,Why did Bailey do this?,tire their dog out at the park,watch the dog destroy things,show off their dogs tricks,A
8554,Taylor went on their journey and had a good time with others.,How would Taylor feel afterwards?,happy,boring,rude,A
8555,taylor wanted to explore so she walked in the woods.,Why did Taylor do this?,go into the woods,run into a bear,get some fresh air,C
8556,Jordan spilled the water all over after they poured the glass.,What does Jordan need to do before this?,apologize,mop up the water,of gotten the glass,B
8557,Jan mowed Tracy's grass on the hot august day.,What does Jan need to do before this?,have a drink of water,forget to do it,start the mower,C
8558,Jordan offered to help Tracy by providing a service.,Why did Jordan do this?,revenge,speak to tracy,friendship,C
8559,Lee was at the grocery store with his mom. He carefully pushed the cart for her.,Why did Lee do this?,help his mother with her shopping,put food on the conveyor belt,abandon the cart at the checkout,A
8560,Kai invited the new kid Casey to a movie with the rest of their friends.,How would you describe Kai?,lerant,humble,friendly,C
8561,"In order to make friends at the new school, Casey joined a club at their school on the first day.",What does Casey need to do before this?,socialize,be at home,go to school,A
8562,Austin derived their weaknesses from the information that the individuals shared by their own consent.,What does Austin need to do before this?,communicate with the individuals,use the knowledge he gained,get a business license as a front,A
8563,Remy mounted their horses and rode into the sunset.,How would you describe Remy?,a cowboy,a city slicker,as calm,A
8564,Quinn got Kai's dog a treat because the dog performed a trick during the professional training session.,What will Quinn want to do next?,command the dog,buy treats from a store,keep treats with him to give to Kai's dog,C
8565,Austin called Addison's friend Addison because they were very similar looking even though their names were different.,Why did Austin do this?,show how he thought they were alike,look at the friends' faces,show how he thought they were different,A
8566,Riley took Jan inside after it started to get cold outside.,What will happen to Jan?,be mad,warm up,be hurt,B
8567,"Taylor typically hated to see people struggling, and when he made those observations would go out of his way to help someone out. He saw that Taylor was lacking something he needed, and he gave him something to make up for that.",How would you describe Taylor?,a person who likes to give aid,a person who does not pay attention to the people around him,a person who wouldn't go out of their way to help someone,A
8568,Jesse saw a homeless man but offered no help at all.,How would you describe Jesse?,knowledgeable that hard work pays off,very careless,a terrible person,C
8569,"Robin needed to learn something, so they asked Robin to teach them anything at all. Sasha loves to help.",What will happen to Sasha?,refuse to help,ignore the question,accept the offer,C
8570,Bailey had lots of friends and introduced them to others.,What will Others want to do next?,be a nice person,become friends,not talk,B
8571,Tracy was teaching a yoga class and Jordan was having some trouble. Tracy bent Jordan's head backwards.,What will Jordan want to do after the fact?,figure it out,hire a lawyer,leave the class,C
8572,Carson played soccer in the park and scored in their own team's goalposts by accident.,How would Carson feel afterwards?,ashamed,proud,competent,A
8573,"Robin was very rich, and very generous, so they gave them money.",What does Robin need to do before this?,"good, as he just donated to a charity",get better relationships with the people he just gave money to,needs another person to give the money to,C
8574,Alex saw eye to eye with the faculty that was trying to push the dresscode.,What will happen to Others?,Try to hear Alex's point of view,Enjoy wearing new uniforms,ask parents to get formal clothes,A
8575,Aubrey fought hard and finally gained indepenence from Robin.,What will happen to Aubrey?,go on with living,miss Aubrey,be miserable,A
8576,Robin had to wait for the bus for a long time but they finally made it home.,How would Robin feel afterwards?,as normal,relieved to be home,sad to be home,B
8577,Riley was interested in a new subject in school. Riley studied the history of it in detail.,What does Riley need to do before this?,be in school,study it more,be at home,A
8578,Sydney gave the woman the right to enter the room after she saw her son being taken away.,How would Sydney feel afterwards?,happy to see her son,obnoxious,angry,C
8579,Kendall's son was being awkward and would not eat dinner so as punishment Kendall took all the food in the house and threw to the dogs they kept for fighting.,How would you describe Kendall?,angry,kendall wanted to teach his son a lesson,kendall wanted to give his son a lesson,A
8580,Austin fought for Quinn's life in Afghanistan.,What will happen to Austin?,be grateful towards Austin,gets a promotion,indebted towards Austin,B
8581,Bailey pulled Tracy's pants off to help her after she saw a bug.,What will happen to Tracy next?,give Tracy their pants back,be scared,laugh from fear,B
8582,The argument was not going well as Addison filled Jan's mouth with words. Jan was getting frustrated by this.,What will Jan want to do next?,continue to argue with Jan,Tell her side of the story,Let Addison Speak for her,B
8583,Ash expressed Kendall gratitude after they had a long talk.,Why did Ash do this?,thank Kendall,buy a gift for Kendall,take Kendall out to eat,A
8584,Carson supported every cause that she came across.,What will Others want to do next?,be in awe,give back to others,be hateful to jesse,A
8585,robin was an idiot so he pulled the dog away from skylar and got bit.,What will Skylar want to do next?,apologize to robin,satisfy his recklessness,stay true to form,A
8586,"Lee lived close to his school, so he rode his bike instead of the school bus.",What will happen to Lee?,take the bus,get fresh air,envy the closeness,B
8587,"After enrolling in the class at the local community college, Quinn came to class every day.",What does Quinn need to do before this?,get the proper textbooks and materials,pass all of her classes and graduate,get their shoes and a new haircut,A
8588,"Lee was Quinn's lover for many years, but had broken up a few years ago.",What will Lee want to do next?,see if they could reunite,leave Quinn alone,tell Quinn to leave them alone,A
8589,Bailey needed every vote they could get to become the class president.,How would Others feel as a result?,excited,conflicted about the vote,betrayed by Bailey,B
8590,The trash had been accumulating all week. Aubrey took the trash to the dumpster.,How would Aubrey feel afterwards?,disgusted,weak,refreshed,A
8591,Jan needed to make something for a school bake sale and decided on brownies.,How would Jan feel afterwards?,displeased with the result,pleased about it,ashamed of them,B
8592,Ash and her friend sally spent the night together in the tent.,How would you describe Ash?,surprised since she thought camping would be creepy,very supportive,happy since she had never been camping before,C
8593,Sasha got a puppy for her daughter to love.,How would Sasha feel afterwards?,forgot to feed the new puppy,showed her daughter how to care for the puppy,kept her daughter away from the new puppy,B
8594,Remy asked Jordan to dinner after Jordan showed an interest in Remy.,What will happen to Remy?,she will be late,she will go on a date,she will regret it,B
8595,"Addison was in new york for the very first time and wanted to see all the sights. Today, they visited the statue of liberty.",What will Addison want to do next?,Get a plane ticket,visit the sears tower,visit the empire state building,C
8596,Lee had been looking forward to his birthday for a while now because his wife also surprises him with nice gifts.,How would Lee feel afterwards?,he does not need to reciprocate similar episode to his wife,too old for birthdays,Loved by his wife,C
8597,Remy was a great chef at the restaurant they worked at.,How would you describe Remy?,a chef,paid well,Proud of themselves,A
8598,Kai is going on an overseas vacation. Kai intends to visit at least five different countries.,What does Kai need before leaving the country?,Tickets to ride the train,A bus ticket and cruise tickets,pack their bags and buy tickets,C
8599,"Sasha and Quinn were going to the dance together, but Sasha told Quinn they would meet there.",Why did Sasha do this?,didn't like Quinn,For convenience,didn't drive,B
8600,Kai was in a meeting when she realized she needed to use the bathroom. She kindly interrupted the speaker to say that she will visit the ladies room and return within five minutes.,How would you describe Kai?,loud and obnoxious,"a considerate person, because she tried to kindly interrupt the speaker",awkward,B
8601,Riley showed the college to their parents to try to persuade them that this was the best college to attend.,How would their parents feel as a result?,annoyed by the school,annoyed by Riley,impressed with Riley,C
8602,Addison is responsible for delivering the local newspaper in her town. She uses her bike all the time.,Why did Addison do this?,wanted to deliver papers quickly,Put them in bags,wanted to enjoy cycling,A
8603,Sasha fell down a flight of steps and Ash help her up.,What will happen to Ash?,be concerned,be embarrassed by the fall,be happy Sasha fell,A
8604,Jan meant everything to Alex because they were so close to each other.,What does Jan need to do before this?,avoid Alex,loved,be nice to Alex,C
8605,"Kendall decided to smoke because his friends did, despite all the warnings.",Why did Kendall do this?,be rejected,be cool like others,keep smoking,B
8606,Remy was walking home from school when he found some money. He then took the money to their mom.,How would you describe Remy?,nervous,a mean person,a good person,C
8607,Lee was planting vegetables in the garden. They finished their work.,What does Lee need to do before this?,get seeds,get water,become a gardener,A
8608,Ash persuaded them to change the valuation of the company and then they lost their investors.,What will happen to Ash?,fall into debt,go bankrupt,get fired,B
8609,Jordan studied for quite some time and recently took a test.,Why did Jordan do this?,fail 10th grade,pass the class,fail out of school,B
8610,Carson needed help painting his house. Lee hired a painter for him.,What will happen to Lee?,be angry,will have a freshly painted house,be appreciated,C
8611,Austin floated Bailey's boat into the bay and got out to swim.,How would Bailey feel as a result?,bored now,as calm,strong now,B
8612,"The family's car wouldn't start that morning, so Aubrey took Sasha's mom to work.",What does Aubrey need to do before this?,help Sasha's mom be on time,drop off Sasha's mom,get in their car,C
8613,Taylor didn't want to hang out with Alex so Taylor told Alex he was going on a trip.,How would you describe Taylor?,loves hanging out with Alex,always open with Alex,doesn't want to hurt Alex's feelings,C
8614,Sydney peered down her nose and underneath her glasses.,How would you describe Sydney?,strong now,kind,snobby,C
8615,Sasha named another cat after she got a new one.,How would you describe Sasha?,cruel,excited afterwards,an animal lover,C
8616,Alex wanted a pizza and decided to bake one.,What does Alex need to do before this?,eat something,enjoy a dinner,know a recipe,C
8617,Austin walked straight into the door on accident.,Why did Austin do this?,turn around right away,apologize for the mistake,couldn't see,C
8618,"Austin had been practicing the sport constantly, and Austin finally beat their dad in basketball.",Why did Austin do this?,prove himself,upset his dad,quit playing basketball,A
8619,Quinn met a new man they liked and started to ignore the others.,What will happen to Others?,stay faithful to them,hurt,be happy for Quinn,B
8620,Riley flew off on a tangent when she did not win the contest.,What does Riley need to do before this?,sulk,be alone,hear the contest winner names,C
8621,Sasha fed the cat everyday for their roommate while they were gone on a trip.,What will Sasha want to do next?,play with the cat,ask the roommate what the cat eats,measure the cat food before feeding the cat,A
8622,Robin took anything she wanted when she was in the store.,What will happen to Robin?,get arrested,walk away freely,get in trouble,A
8623,Jan looked forward to seeing the movie after it finally hit the theaters.,What does Jan need to do before this?,go to bed,see a movie,drive to the theater,C
8624,Jordan told Riley that he wanted to go on a date with her.,What will Riley want to do next?,go to bed,go home,deliberate the question,C
8625,Ash played a game of poker every Tuesday.,How would you describe Ash?,having a good time,bad if they lost,getting bored,A
8626,Sasha told Riley's mom that she could help her with the yard sale.,What does Sasha need to do before this?,go away on vacation,ask Riley's mom how they can assist with it,go to Riley's house,C
8627,Sasha was working in Casey's office and getting high pay.,What will Sasha want to do next?,marry Casey,a hard worker,collect unemployment,B
8628,Ash achieved success for the organization and received praise from the board of directors.,What will Ash want to do next?,quit the job,work hard,get angry,B
8629,Cameron slowly moved Taylor's mouth up and down to help them chew the food.,What will Taylor want to do next?,yell at Cameron,spend time with Cameron,avoid Cameron,B
8630,Carson was telling his students what would be on the test next week.,What will the students want to do next?,ignore him,take notes,help the students prepare for the test,B
8631,Casey turned the radio off so he could focus on studying for his final exams.,What will Casey want to do next?,Read a fiction book,Quiz himself on important facts,Find another song on the radio,B
8632,Carson shared their husband's love of music by getting some files and playing them on the computer.,What will Others want to do next?,turn the volume up,lazy,loved,A
8633,Sasha got Alex's wallet back from the library where Alex accidentally left it on the table.,What did Sasha need to do before?,give it back,ask Alex where they left it,sit at the table with Alex,C
8634,Skylar was on summer break from college. Skylar spent a lot of time with friends before returning to school.,What will Skylar want to do next?,start summer break,submit their final paper,make sure they are registered,C
8635,Austin threw light on this question and got a lot of compliments for this explanation.,Why did Austin do this?,detached,ask more questions,loved,B
8636,Alex used Bailey's powers of persuasion to influence the council vote.,What will happen to Alex?,be poor,lose the election,get elected,C
8637,"Even though she had no intentions of anything other than just being friends with the others, Tracy always teased them and pretended differently.",What will Others want to do next?,Ask Tracy out on a date,unimportant,Leave tracy alone to herself,C
8638,Kendall ate snacks because they could not stop themselves from eating.,How would you describe Kendall?,compulsive,felt guilty,felt out of control,C
8639,Tracy protected Austin's skin from the sun by applying generous amount of sunscreen and placing a hat on his head.,What will Austin want to do next?,play outside in the park,take off his shoes,play inside with the game,A
8640,Jordan was operating on someone who hurt their hand. Jordan avoided damage to the nerve during the operation.,How would you describe Jordan?,a reckless person,a caring person,a careless person,B
8641,Skylar sang and played the piano when they were at the concert.,Why did Skylar do this?,preform with others,stay home,celebrate with their family for their accomplishment,A
8642,Casey rendered every image after the government mayor quick downloading the movies.,Why did Casey do this?,was in trouble,had a TV,had a computer,C
8643,Kendall opened Remy's gift and found a giant necklace made out of shiny diamonds.,What will Kendall want to do next?,see what it was,pretty,bored,A
8644,Aubrey has a big decision. One that could change the future of their life forever.,What will Aubrey want to do next?,make a rash choice without thinking through things,pick the first option without considering both,carefully think through each possibility before deciding,C
8645,Austin took Riley to see a doctor after he complained of an ear ache.,How would you describe Austin's behaviour?,reasonable and expected,confusing and inappropriate,mean and dismissive,A
8646,Taylor raised up Cameron's arms in congratulations after she won the match.,Why did Taylor do this?,show encouragement,show her hate,win the match,A
