,context,question,answerA,answerB,answerC,correct
3942,O Lee comprou um bolo para o aniversário do Remy e era um bolo de chocolate gigante.,O que é que o Lee vai querer fazer a seguir?,Come o bolo.,preguiçoso,orgulhoso,A
3943,A Addison deixou a Casey ganhar o jogo para que ela ficasse feliz.,O que vai querer fazer o Casey a seguir?,ficar zangado,Jogue outro jogo.,Celebrar,C
3944,O Austin reparou que os amigos dele tinham fome e partilhou o biscoito com eles.,Como se sentiriam os amigos dele?,ganancioso,uma pessoa generosa,simpático,C
3945,Addison bebe água suficiente para correr aquela milha.,O que é necessário para Addison?,inicia a corrida,alongamento antes da corrida,necessitado de água,C
3946,A Kai recebeu uma carta da avó e hoje respondeu à avó.,Porque é que o Kai fez isto?,"encontrar selos, envelopes e papel para escrever a carta",Roubar a carta da avó.,Responder à avó dela,C
3947,"Cameron deu Quinn um casal de dólares como um subsídio, pois são pai de Quin",O que é necessário para Cameron diante disso?,Espolhos Quinn,ter um filho chamado Quinn,quinquenal,B
3948,"A Bailey demorou duas horas a preparar-se, apesar de estarem atrasados.",Como descreveria a Bailey?,Má gestão do tempo,muito preguiçoso.,Sempre atento,A
3949,O Jesse colocou brincos de rabanete para continuar com o fato da Luna Lovegood.,O que é que o Jesse vai querer fazer a seguir?,usar óculos loucos,criar um rabanete,comprar brincos,A
3950,"A Tracy descobriu que o Lee a traía, por isso matou-o enquanto ele dormia.",O que é que o Lee vai querer fazer a seguir?,Mata-o .,Mata-a .,ir para o céu,C
3951,"O Ash e o Remy ganharam uma grande soma de dinheiro aos cartões, Riley atacou o Ash e roubou a parte do dinheiro do Ash.",Como se sentiria Ash?,desanimado,Delighted eles saquearam o dinheiro,Estou muito contente por terem roubado o dinheiro .,A
3952,Kai manteve as mãos de Kendall em seus lados para mostrar como marchar adequadamente.,Como se sentiria após o Kai?,como um bom professor,smart,inútil,A
3953,A Remy bateu o vidro no chão depois de ela o ter quebrado.,Como descreveria o Remy?,culpado,pessoa de risco,desanimado,A
3954,A Alex fez comida para o namorado e para os outros que estavam com ele.,O que os Outros vão querer fazer a seguir?,Fazer mais comida para os outros,Agradeça a seguir.,fazer comida para si mesma,B
3955,"A Cameron odiava os trabalhos de casa, por isso pediu ao Casey para escrever o relatório.",O que vai acontecer com a Cameron?,Desistir da aula,ser apanhado a trair,Escreva o relatório,B
3956,"O Bailey colocou um anúncio no jornal, queriam vender alguns dos seus pertences.",Como descreveria a Bailey?,desperdício,quebrado,frugal,B
3957,O Logan estava a candidatar-se à escola de enfermagem e pediu à Lee uma carta de recomendação.,O que é que o Logan precisava de fazer antes disto?,Dê a Lee uma entrevista de emprego.,Acabar de ir para a faculdade de medicina,Faça um bom trabalho para Lee impressioná-los .,C
3958,"Skylar está ganhando peso, sua amiga menciona ter notado o ganho de peso.",O que é que a Skylar está a tentar dizer à amiga dela?,Que ela não comeu muito.,a fazer uma nova dieta,Vou ter um bebé.,C
3959,Cameron conseguiu o papel no grande filme para interpretar o personagem principal.,Como descreveria a Cameron?,Trabalhando duro,Fui à audição.,linhas memorizadas,A
3960,A Bailey levantou fundos para apoiar os que precisam de ajuda nas proximidades.,O que vai querer fazer a Bailey a seguir?,Vai para casa.,tempo de doação,Dar aos menos afortunados,C
3961,"Era seu aniversário de 16 anos, então Bailey deu um presente para seu filho: um carro novo.",Que tipo de pai é Bailey?,um pai generoso,Ansioso para punir seus filhos,mimado,A
3962,A Bailey amava tanto os amigos que deu a todos um presente especial.,Como se sentiriam os Outros?,- Furioso com ela .,Contente com eles mesmos,muito amado,C
3963,Carson impediu Sydney de alcançar seu objetivo de vencer a competição marcando no último segundo.,O que vai acontecer ao Carson?,ser criticado,ser aplaudido,Ficar chateado depois do jogo.,A
3964,"Quando o Austin decidiu acabar com a Sydney, ele olhou-a nos olhos.",Como Sydney se sentiria?,feliz com o Austin.,para a frente e embotado,chocado com a separação,C
3965,O Remy ajudou a mulher a atravessar a rua e até carregou as malas dela.,O que vai acontecer ao Remy?,ser repreendido,ser recompensado,Ser assustado,B
3966,"Na sala de interrogatório do FBI, o Remy respondeu às perguntas dela sobre o criminoso.",Porque é que o Remy fez isto?,Responder mais perguntas,pedir para sair,Queria que o FBI apanhasse o criminoso.,C
3967,"Sasha devolveu os itens à loja, não podiam pagar.",Como é que o Sasha se sentiria depois?,inteligente e econômico,Envergonhados de si mesmos.,prático e responsável,B
3968,Jesse regou o gramado do Alex enquanto ele estava de férias.,O que vai acontecer ao Jesse?,Ele será agradecido.,Aquecido,Ele vai ser preguiçoso.,A
3969,Kai conversava com o professor para que o mesmo pudesse obter uma melhor compreensão do material de trabalho,Por que o Kai fez isso?,teve as consultas sobre o material,realizou-se um exame sobre o material,também conversamos com o professor,A
3970,Robin tocou as aveia para ter a certeza de que estavam cozinhadas.,Porque é que a Robin queria fazer isto?,Atira-a fora.,Come a aveia.,Certifique-se que eles foram feitos,C
3971,Cameron pintou o retrato do Carson como presente para o aniversário de casamento.,Como se sentiria a Cameron depois?,insegura,odioso,amoroso,C
3972,"Robin sentiu a aveia deles, e percebeu que muitos deles estavam estragados.",Porque é que a Robin fez isto?,- Vai buscar uma tigela .,comprar aveia,Vê se a aveia ainda está fresca.,C
3973,Taylor reuniu alguns amigos para assistir a um filme com eles.,O que Taylor precisa fazer antes disso?,Escolha um filme,Tenha uma boa noite,Converse com seus amigos,A
3974,Quinn desenvolveu um talento para soletrar palavras muito rápido.,Como descreveria o Quinn?,Muito inteligente mas não muito atencioso.,Como muito hábil e rápido,Compreendido e orgulhoso,B
3975,Alex ligou para a empresa em relação a uma devolução do produto.,O que é que o Alex vai querer fazer a seguir?,Encontre o número errado.,Encontre o número certo,Não ligues para esse número.,B
3976,O Ash estava a tentar ajudar o cliente a escolher um carro.,Como descreveria o Ash?,É triste que não tenham feito a venda.,Desiludido por não terem vendido o carro.,uma pessoa confiante,C
3977,A Jan bateu nas costas da Addison no trabalho depois de ela ter feito boas vendas.,O que vai o Jan querer fazer a seguir?,Convocar uma reunião do pessoal,Verifique o relatório de vendas,Parabéns à Addison .,C
3978,A Taylor gostou de alguém que conheceu na escola e queria começar uma relação.,O que é que a Taylor vai querer fazer a seguir?,Ir a um encontro no cinema,Queria um relacionamento.,compram as formigas parceiras,A
3979,Aubrey deu uma folga ao Carson no trabalho porque estavam a trabalhar demais.,Como descreveria o Aubrey?,Aliviado por ter uma pausa,Como alguém que percebe quando as pessoas trabalham,Como um bom empregado,B
3980,A Taylor correu com a amiga da Skylar pela colina e tropeçou numa pedra.,O que vai acontecer com a Taylor?,Ganhar uma corrida,quebra-lhe a perna.,Ela vai rir e voltar a levantar-se .,B
3981,Sydney e Austin estavam sentados na biblioteca enquanto Sydney lia a Austin o ato de rebelião.,O que vai acontecer com a Sydney?,ser motivado a tornar-se um ativista,Pára de falar com o Austin.,Vai dormir.,B
3982,Aubrey assistiu por um minuto e viu o que estava errado.,O que queremos com Aubrey?,ignorá-lo,encontrar o problema,Informar os outros,C
3983,Alex motivou Addison a fazer bem o teste de matemática e a fez.,Por que o Alex fez isso?,Ajuda Addison,agradecer,aprender o que foi matemática,A
3984,O Austin queria fazer algo com a vida e juntou-se ao exército.,O que é que o Austin precisa de fazer antes disto?,Fica mais forte.,Precisava de se inscrever.,precisava de treinar para isso.,B
3985,O Carson pegou num copo e encheu-o com sumo de laranja do frigorífico.,O que é que o Carson vai querer fazer a seguir?,Coloca o sumo de laranja para fora a seguir,Faça chocolate quente a seguir .,Esprem as laranjas a seguir.,A
3986,Kai tinha finalmente ido ao filme que eles queriam ver.,Porque é que o Kai fez isto?,Ver o filme,Porque eles queriam falar sobre o filme.,contar aos outros sobre o filme,A
3987,A Aubrey pediu à Riley para a levar para não ser apanhada com ela.,O que é que a Riley vai querer fazer a seguir?,possuir o objeto roubado,Foge.,- Toma .,B
3988,O Quinn não podia baixar os braços porque a roupa estava muito apertada.,O que quer o Quinn fazer a seguir?,- Põe-te umas calças.,Obrigado Addison .,Fica confortável com o Quinn .,B
3989,Ash segurou as lágrimas depois de ouvir a notícia da morte de suas melhores amigas.,Como descreveria o Ash?,triste,feliz,- Estou entusiasmado.,A
3990,"A Skylar era muitas vezes má com a Sasha sem motivo, e a Sasha decidiu não ser mais amiga dela.",O que vai a Skylar querer fazer a seguir?,Peço desculpa.,encontrar novos amigos,Ignora a Skylar .,A
3991,A Quinn brincava com a Skylar e o cão no parque porque não havia mais nada para fazer.,O que vai acontecer à Skylar?,tornar-se melhor amigo da Skylar,ser social,ser competitivo,B
3992,Riley já tinha começado a frequentar a igreja muito e contado Taylor que encontrou Deus.,O que queremos por Taylor?,leia a Bíblia,Acompanhar Riley à igreja,recusar-se a frequentar a igreja com Riley,B
3993,O Jesse adorava jogar futebol e eles achavam que tinham as habilidades para se tornarem profissionais.,O que é que o Jesse vai querer fazer a seguir?,Era muito atlético.,Tente para a equipa desportiva,retirar-se do desporto,B
3994,"A Bailey tinha aberto um novo restaurante, logo após a inauguração, viu um insecto na cozinha, agarrou num menu e matou o insecto.",Como é que a Bailey se sentiria depois?,Trabalhando duro,- Ótimo.,Sentia que precisava de verificar o restaurante para ver se havia outros insetos.,C
3995,"Kai estava sentindo-se doente ao estômago, ficando em casa da escola.",O que o Kai quer fazer em seguida?,comer alguma sopa,melhor,coma um monte de doce,B
3996,O Ash trouxe ao Jordan um cachorro-quente e uma bebida para eles.,O que vai querer fazer a seguir?,Queria ir para casa.,Queria ver o jogo.,Queria comer alguma coisa.,B
3997,"A Jan detestava ficar entediada, por isso jogava videojogos o dia todo.",Como se sentiriam os Outros?,Compra o tempo todo.,tão calmo,como irritado,C
3998,Alex sentou-se ao lado da Jordan porque ele estava sozinho na aula.,O que vai acontecer ao Jordan?,irritado,Fala com o Jordan.,Incluído,C
3999,O Kai encontrou o culpado que matava as galinhas dele e era uma raposa astuta.,O que fez o Kai?,resolve o problema,Atira na raposa.,Deixa a raposa em paz .,B
4000,A Robin tem uma nova chefe mulher.,Como descreveria a Robin?,A Robin tem um novo director-gerente .,O Robin tem uma fruta .,O Robin teve um filho .,A
4001,Riley empurrou os dedos de Casey para longe enquanto Casey tentava segurar sua mão.,Como Riley se sentiria depois?,Incomodado com Casey,indesejados,Insultado pelo esforço,A
4002,Ash começou a levantar pesos novamente para recuperar as forças.,Como descreveria o Ash?,como inativo,Como um animal .,como de costume,B
4003,A Sasha estava triste por ir sozinha ao shopping.,O que é que o Sasha vai querer fazer a seguir?,Estava triste.,Estou feliz por o Ash lhes ter mandado mensagens.,Temerosos de que o Ash lhes tivesse enviado mensagens.,B
4004,A Cameron pediu à Casey para escrever um relatório sobre o cão dela que morreu de uma doença curável.,Como se sentiria a Cameron depois?,Com o coração partido.,Infelizes com o cão deles.,ansiosos para informar outras pessoas sobre a doença,C
4005,Lee procurou por todas as baterias e finalmente encontrou apenas o suficiente.,Como você descreveria Lee?,uma pessoa motivada,uma pessoa preguiçosa,Finalmente encontrou apenas o suficiente,A
4006,Casey preparou a Cameron para emergências ensinando-as sobre segurança.,Como descreveria o Casey?,Pronto para tudo .,"Como alguém tão novo , estavam a salvo .",Como alguém que quer que eles estejam preparados,C
4007,Jan tocou todas as teclas do piano de acordo com a folha.,Porque é que o Jan fez isto?,odeia tocar piano .,Queria cantar uma canção.,Estava a afinar o piano .,B
4008,A Jordan desligou o forno depois de terem acabado de fazer a pizza para o jantar.,O que vai querer fazer a seguir?,Acabou de fazer a pizza.,Come a pizza.,Compra alguns pratos.,B
4009,"Taylor tornou-se a melhor amiga deles, e mantiveram contacto durante toda a vida.",O que é que a Taylor vai querer fazer a seguir?,Conheça as suas fraquezas,Conhecer as suas famílias,Convida-os para o castigo.,B
4010,"Kai afirmou ""ainda não"" para a pergunta porque não tinham certeza se queriam sair.",O que o Kai quer fazer em seguida?,agradecer à pessoa que solicitou,"dizer ""não""",evite a pessoa que lhe tenha solicitado,A
4011,"O Austin estava a sair do restaurante e foi ao posto de revistas onde o Kai trabalhava, e o Kai devolveu o casaco ao Austin.",Porque é que o Kai fez isto?,Entra no carro.,Vai para casa.,Queria servir o cliente.,C
4012,Kendall abriu um estande de limonada à porta da casa no fim de semana.,O que é que a Kendall precisa de fazer antes disto?,Compre limões.,suco de laranja,poupar dinheiro no fim de semana,A
4013,"O Robin deu dinheiro ao mendigo, mas eles deram menos do que o pedido.",O que os Outros vão querer fazer a seguir?,Outros vão pedir dinheiro ao mendigo.,Outros falarão sobre Robin.,Afasta-te do mendigo,C
4014,"A Jordan impediu que a cabeça da Sydney se machucasse, certificando-se de que ela usasse um capacete.",O que vai querer fazer a seguir?,Proteja Sydney do perigo.,Manipula Sydney,Cuidar da Sydney,A
4015,"Jordan acidentalmente acendeu um fogo de forno que encheu o quarto de fumaça, então Jordan removeu o cheiro o mais rápido possível antes que os convidados chegassem.",O que é que a Jordan precisa de fazer antes disto?,Expliquem aos convidados.,Livra-te do fumo.,Feche todas as janelas e portas da cozinha,B
4016,Carson fez uma grande bagunça na cozinha e teve de limpá-la durante algumas horas.,Como se sentiriam os Outros?,- É horrível.,Aborrecido.,preguiçoso,A
4017,"Bailey abriu a porta e deixou seu cão fora. Enquanto estava lá fora, os vizinhos de Bailey estavam grelhando comida ao lado. O cheiro era delicioso e potente.",Como Bailey se sentiria depois?,interessado,Muito faminta,muito cansado,B
4018,"Como queriam aprender a nova dança complexa, Carson observava os movimentos de Remy.",Porque fez o Carson isto?,Façam a dança sozinhos.,Aprenda a dançar.,Dança bem.,B
4019,Quinn deu uma desconto à Robin nos doces da loja.,O que vai acontecer ao Robin?,Ela vai ter doces.,Fazer o Robin feliz.,mostram que são pessoas que se preocupam,A
4020,"Embora tenha havido uma grande tempestade, Remy jogou uma festa de jantar.",O que acontecerá com os outros?,limpar após a festa,ser molhado a partir da chuva,comparecer ao seu partido,B
4021,"Jan foi para casa, mudou de roupa e depois encontrou-se com todos para jantar.",Como se sentiria Jan depois?,social depois,confiável,isolado depois,A
4022,Bailey jogou coisas depois de sua mãe ter dito que não podia ter uma festa.,O que é necessário para Bailey antes disso?,sneak out,aterramento,pergunte à mãe,C
4023,Remy gastou todo o dinheiro que estava poupando.,O que é necessário fazer por Remy antes disso?,Compra de alimentos,Salvo,ser descuido,B
4024,A Addison violou todas as leis e magoou muitas pessoas no bairro.,Como se sentiriam os Outros?,infeliz,Amado,leal,A
4025,"O Austin viu que alguém deixou a bolsa no topo do carro enquanto se afastavam, por isso correu ao lado deles para chamar a atenção.",Porque é que o Austin fez isto?,Sê simpático .,ajudar outra pessoa,Prática para uma maratona,B
4026,O Remy foi ao banco e pôs algum dinheiro na nova conta deles.,Como se sentiriam os Outros?,Muito feliz.,Muito aborrecido.,Muito zangado.,A
4027,A Riley levou o cão para o abrigo depois de perceberem que tinham de se mudar para um apartamento.,Porque é que a Riley fez isto?,Queria encontrar um novo lar para o cão.,Leva o cão .,Queria encontrar um lar para o cão com menos espaço.,A
4028,A Addison estendeu a mão para abraçar a Lee e ele empurrou os braços para trás.,Como se sentiria Addison?,Muito contente.,muito rejeitado,Estou feliz com isso.,B
4029,"Alex estava sentado uma noite e com fome, enquanto aí, Alex decidiu pegar pizza.",O que queremos depois de Alex?,eliminar a,comer a pizza,anular,B
4030,O Remy e o Aubrey estavam a competir num combate de luta livre no liceu.,O que é que o Remy precisa de fazer antes disto?,Começa a lutar.,Entra no ringue.,precisava de colocar as duas mãos na cabeça do Aubrey.,A
4031,Aubrey pôs as mãos da Skylar sobre o peito dela num abraço doce e amoroso.,Como é que a Skylar se sentiria?,uma pessoa compassiva,emocional,apaixonados,C
4032,Jan apresentou a sua proposta à equipa e encerrou tudo com um sorriso.,Porque é que o Jan fez isto?,Que a equipa a queira ver sair.,Deixar a equipa ver o quanto ela estava ansiosa.,Praticar pontos de conversa,B
4033,"Como o cliente queria comprar uma casa, a Addison chamou o cliente para o escritório da Skylar.",O que é que a Addison vai querer fazer a seguir?,falar com o cliente e ver a casa que eles querem,encontrar um lar para o cliente,Eu sei.,A
4034,"A mãe do Aubrey explicou ao Carson que os homens tinham roubado o carro dele, mas o Carson perdoou os homens de que a mãe do Aubrey falava, porque o Carson era religioso.",Como se sentiria o Aubrey?,orgulhoso do Carson .,Envergonhado do Carson .,Desiludido com Carson,A
4035,A Skylar passou o dia na praia a olhar para os rapazes bonitos com os calções.,O que vai a Skylar querer fazer a seguir?,Vai à praia.,Fala com os rapazes .,escrever no seu diário sobre o mau momento,B
4036,A Bailey levantou-se cedo e fez o pequeno-almoço aos filhos antes da escola.,Porque é que a Bailey fez isto?,Queria ser uma boa mãe.,Queria enlouquecê-los.,Queria perturbá-los.,A
4037,"A Aubrey arranjou autógrafos para a sua coleção de celebridades favoritas, algo de que ela adora contar às pessoas.",O que é que o Aubrey vai querer fazer a seguir?,Salve estas memórias.,Dizer às celebridades sobre os autógrafos dela.,mostrar a sua coleção,C
4038,"Sasha, que recebeu o pagamento na sexta-feira, estava economizando dinheiro para comprar sapatos novos, e queria sair para uma boate e impressionar seus amigos.",O que é que o Sasha precisa de fazer antes disto?,Ela precisava de trocar o salário para comprar os sapatos.,Preparem-se para sair esta noite.,necessários para fazer purê de batatas,A
4039,"O Ash estava a ir para casa da escola, o Ash foi para casa pelo caminho mais longo.",Porque é que o Ash fez isto?,Sente-se e relaxe .,"Tinha um tornozelo dolorido, o que dificultava a caminhada",Queria fazer um pouco de exercício.,C
4040,Addison imediatamente chamou a ambulância quando a criança parou de respirar na piscina do bairro.,Como se sentiriam os Outros?,Descontentado com a Addison por ligar.,Furioso com a Addison por ter pedido ajuda.,Agradeço-lhe que ela tenha agido rapidamente.,C
4041,"A Jordan foi para se dar bem, para que todos se pudessem dar bem.",Como se sentiria Jordan depois disso?,mal-humorado,vizinho,triste,B
4042,"O argumento dele estava totalmente no ponto, o Riley lançou muita incerteza sobre o assunto e nos deu muito para pensar.",Como é que a Riley se sentiria depois?,- Compreendido.,- Que estúpido.,envergonhado,A
4043,Quinn forneceu a estrutura de Remy para a tarefa que eles tinham que completar.,O que Quinn vai querer fazer a seguir?,Diga-lhes se eles precisam de alguma coisa,Ajude-os se eles precisarem de alguma coisa,Veja se eles falam bem,B
4044,"A Riley continuou a correr para a casa do vizinho, por isso, a mãe, Sydney, levou a Riley de volta para casa.",O que é que a Sydney vai querer fazer a seguir?,Pede à Riley para trancar a porta .,Certifica-te que a Riley chegou a casa em segurança.,Fecha a porta.,B
4045,"A Robin queria ver o cão, por isso tirou-o da Skylar.",O que diria a Skylar sobre isso?,Um pouco chateado.,Feliz e bem .,em controlo,A
4046,"Como havia uma corrida a chegar e eles precisavam de treinar, Quinn nadou para frente e para trás através da piscina.",Porque é que o Quinn fez isto?,Esquecer como nadar,tomar o primeiro lugar na corrida,saber como fazê-lo corretamente,B
4047,A Taylor disse que a Bailey ia sair depois do jantar ontem à noite assim que a louça estivesse pronta.,O que é que a Taylor vai querer fazer a seguir?,comer comida,Vai para a cama.,Fazer uma confusão,A
4048,A Robin cortou o cabelo do Aubrey para que ficassem bonitos para o programa.,O que vai acontecer ao Robin?,ser grato,ser ignorado,ser odiado,A
4049,"A Quinn caiu da casa da árvore, por isso subiu de novo.",O que quer o Quinn fazer a seguir?,Pergunte-se como ela caiu.,Fortaleça a casa da árvore.,Escalar a árvore,B
4050,Austin compartilhou tudo com seu amigo e muitas vezes esqueceu de incluir todos os outros.,Como os outros se sentiriam como resultado?,Ignorar e desinformado,social e inclusivo,Culpados e envergonhados do seu comportamento,A
4051,Sasha não gostava de aranhas e chamou um exterminador para ajudá-la.,Como é que o Sasha se sentiria depois?,Estou muito aliviado .,Com medo de insetos.,Irritado e triste.,A
4052,Skylar soube que Jan estava fofocando sobre eles para colegas de trabalho e não ficou satisfeita.,Como descreveria a Skylar?,perdoar,desanimado,- Estou contente.,B
4053,O Casey viu a avó no hospital porque ela estava doente.,O que é que o Casey precisa de fazer antes disto?,Desaparece.,Falar com a avó dele para ver como ela estava.,Vai para ali.,C
4054,"A Alex estava pronta para desistir, mas não era uma opção real.",Como se sentiria o Alex depois?,uma pessoa que desiste facilmente,Como um falhado.,uma pessoa frustrada,C
4055,Robin iniciou a escola tardiamente porque teve consulta.,Como se sentiria Robin depois?,Nervoso,teve uma consulta importante,Muito feliz,A
4056,Ash segurou o cabelo enquanto se inclinava sobre a sopa para cheirá-la.,Porque é que o Ash fez isto?,Tira a tampa da panela de sopa.,cozinhar,Não queria sujar o cabelo.,C
4057,"Jan queria ovos para café da manhã, mas não tinha nenhum na geladeira.",O que é que a Jan precisa de fazer antes disto?,Vai à loja,Compra uns ovos.,Faça uma omelete .,B
4058,Sasha vendeu Kai como escrava porque odiava tudo o que vive.,Como descreveria a Sasha?,É uma pessoa cruel.,Ama todas as pessoas,Preocupado com os outros,A
4059,Kai usava fones de ouvido e ouvia música para não incomodar os outros.,Como descreveria o Kai?,Como uma pessoa atenciosa.,Alguém a ouvir música.,Como uma pessoa atenciosa.,A
4060,Sydney estava a pintar as unhas da Alex quando um terramoto fez com que o desenho das unhas se distorcesse.,O que vai acontecer com a Sydney?,Peça desculpa ao Alex .,arranjar um novo projeto,Diz à Sydney para tentar outra vez.,B
4061,Tracy fixava o pneu plano de Riley para que pudesse dirigir novamente o carro.,O que vai acontecer com Tracy?,venda de Riley,fixar uma hora seguinte à altura,ela vai ter um carro,B
4062,Riley deu ao quarto uma reforma depois que o furacão danificou sua casa.,Como você descreveria Riley?,talentoso,indeciso,Preguiçosa,A
4063,Kai foi para casa com Ash para mantê-la segura naquele dia.,O que vai acontecer com Kai?,ela vai mantê-la segura,ela terá fugido,ela vai embora,A
4064,Bailey visitou sua avó neste fim de semana antes de sair com amigos.,O que acontecerá com os outros?,uma boa pessoa,Seja uma boa pessoa,Outros vão esperar por Bailey,C
4065,A Jordan fez figura de idiota do Carson quando ele se esqueceu de usar calças.,O que vai querer fazer a seguir?,ser amigo do Carson .,Dar ao Carson um apelido zombeteiro,Não usar calças.,B
4066,"O Austin não queria sair do parque de diversões, mas estava a fechar e não tinham escolha.",O que é que o Austin precisa de fazer antes disto?,- Não .,Chegar ao parque,Peço-te que voltes amanhã .,B
4067,"O Remy viu que a Aubrey estava chateada, por isso, envolveu-a nos braços.",Como se sentiria o Aubrey?,muito amado,sozinha .,muito negligenciado,A
4068,Cameron virou o corpo do Remy e procurou rapidamente por sinais de trauma.,O que é que a Cameron vai querer fazer a seguir?,Declare-os mortos.,Tenta acordar o Remy .,Chora e chora,B
4069,Alex formou todo o ensaio de Sydney e estava pronto para entregá-lo para eles.,O que é que o Alex vai querer fazer a seguir?,Esqueci-me de devolvê-lo.,Tudo errado.,Vai entregar .,C
4070,"O Kai tem treinos todos os dias, que são muito difíceis e rápidos.",Como é que o Kai se sentiria depois?,cheio de energia,dedicado,exausto,C
4071,A Robin treinava o máximo que podia para sempre vencer os seus adversários.,Como se sentiriam os Outros?,Um trabalhador duro.,Como se precisassem de melhorar.,Sem medo do Robin.,B
4072,Kai estava com frio e teve que ir à loja comprar um casaco.,Como é que o Kai se sentiria depois?,Aborrecido agora.,Agora está seguro.,Uma pessoa que desperdiça,B
4073,"Levaram as crianças a comprar comida no McDonalds, mas não comeram. Só puxaram os brinquedos.",O que é que o Lee vai querer fazer a seguir?,Pára de comer ali.,Levem os brinquedos .,- Ótimo.,B
4074,Addison sentiu-se entediada e decidiu deixar a reunião mais cedo.,Porque é que a Addison fez isto?,encontrar uma maneira de entreter-se,Vai buscar um lanche.,Experimente algo emocionante,A
4075,"Sydney namorava com Alex há cinco anos, mas recentemente sentiu a necessidade de acabar com ele.",O que é que o Alex vai querer fazer a seguir?,Ter tempo sozinho,Namorar outras pessoas,Faça uma festa.,A
4076,Tracy era um gato que tentava apanhar a sua presa.,O que é que a Tracy vai querer fazer a seguir?,Ensina o pássaro a voar,Dê água ao pássaro.,Puxar o pássaro,C
4077,A Tracy organizou outra estante que inspirou toda a gente a contribuir.,O que os Outros vão querer fazer a seguir?,Descansa e relaxa .,Ajudem-me.,Não faça nada.,B
4078,A Cameron viu um cão vadioso e chamou o canil para ajudar.,Como se sentiria a Cameron depois?,Como uma pessoa perturbada,Alguém que se importa com animais.,Como uma pessoa nobre,B
4079,Cameron rapidamente apagou o fogo com um extintor que Cameron encontrou.,O que é que a Cameron precisa de fazer antes que isto aconteça?,Encontre o extintor de incêndio.,ajudar os outros,Encontre um martelo.,A
4080,"Robin estava a ensinar o Kai a meditar, e conseguiu ajudar o Kai a limpar a mente dos pensamentos.",Como é que a Robin se sentiria depois?,- Estou entusiasmado.,Capaz de,- Estou contente.,B
4081,"O Lee não tinha nada melhor para fazer, por isso foi com a Addison à loja.",O que vai acontecer com a Addison?,Tenho companhia.,Vai sozinho.,estar sozinho,A
4082,"Jan não tinha dinheiro quando Jordan o convidou para jantar. Portanto, Jordan pagou a parte de Jan.",Como descreveria o Jordan?,ajudar os outros,Muito grato .,Muito grato .,A
4083,Bailey tinha perdido a casa e não podia tomar banho.,Como se sentiriam os Outros?,envergonhado,Outros querem que Bailey seja limpo.,Outros querem declarar falência.,B
4084,"Estava perdida e não sabia o que fazer, mas a oração da Tracy mudou a minha vida.",O que é que a Tracy vai querer fazer a seguir?,Evita interagir comigo.,Sai da igreja.,Vê como estou .,C
4085,"Austin estava ocupado a trabalhar no carro na garagem, e Remy queria jogar, mas Austin não deu tempo ao Remy.",Como descreveria o Austin?,Desiludido,- É mau.,Determinado,C
4086,Kai deu aulas de inglês a estudantes numa faculdade.,Como descreveria o Kai?,Capaz de,Como alguém que sabe inglês,Como alguns que poderiam ensinar,C
4087,Riley impôs sua escolha aos outros. Riley era muito controlador.,O que acontecerá com os outros?,Faça inimigos,Ignorar Riley,fazer o que é dito,C
4088,A Sydney encontrou a Addison a meio caminho nas escadas para conversar.,Porque é que a Sydney fez isto?,Ele queria falar.,Ele odiava a Addison .,- Escalar escadas.,A
4089,"O Casey fez a Bailey aproximar-se da cobra como parte da sessão de terapia de ""exposição ao medo"".",O que vai acontecer com a Bailey?,"ser famoso pelo método criativo de terapia de ""exposição ao medo""",Que o Bailey lhe agradeça .,Ficar assustada e trêmula,C
4090,A Sydney estava em casa enquanto o resto da família estava às compras.,Como é que a Sydney se sentiria depois?,Como um membro leal da família,Envergonhado com isso.,Como se Sydney tivesse sido injustificada.,C
4091,"No festival anual do Halloween, a Jan deixou a Bailey tentar novamente o jogo de lançamento de anéis quando só precisava de mais um ponto para ganhar o urso de pelúcia.",Como se sentiria Jan depois?,Sentia-me bem em seguir as regras e permitir apenas duas tentativas.,um vigarista,Senti-me muito bem ao dar a Bailey outra tentativa de ganhar o grande animal de pelúcia,C
4092,"Antes de se separarem, o Jordan disse à Riley que esperava o melhor para ela.",O que é que a Riley vai querer fazer a seguir?,Ignora o Jordan.,Responder positivamente,Obrigado Jordan.,C
4093,Jan voltou para casa da festa para ir para casa e chegar no computador.,Como se sentiria Jan depois?,uma pessoa estudiosa,indiferente agora,agora qualificada,A
4094,Addison viu a tia e deu-lhe um grande abraço e flores.,O que os Outros vão querer fazer a seguir?,Continua a abraçar a tia dele .,Outros vão agradecer a Addison.,Faça perguntas à tia dele .,B
4095,Remy levantou-o por qualquer meio e conseguiu o financiamento em poucos meses.,O que Remy vai querer fazer a seguir?,forte,Passivo,Preguiçosa,A
4096,Lee era muito competitivo e sempre queria ganhar.,Por que Lee fez isso?,ser o vencedor,Retomar um assento de trás,prática,A
4097,Skylar estava grata pela carta de recomendação de Robin e ansiosa para se candidatar ao cargo.,O que vai a Skylar querer fazer a seguir?,Obrigado Robin pela ajuda .,É uma má ideia.,evitar o contacto com Robin,A
4098,"Cameron retirou as palavras de sua língua, precisando de seu ponto de vista.",Por que Cameron fez isso?,ser falante,fala fora,compreender as pessoas,C
