,context,question,answerA,answerB,answerC,correct
1747,Outros mencionaram que gostam de pizza. Kai também disse que eles gostam de pizza.,O que os outros vão querer fazer a seguir?,Confira a pizza de novo,Pergunte ao Kai sobre seus gostos,experimentar pizza,C
1748,"A Aubrey era a ama e não gostou, por isso espancou as crianças por se comportarem mal.",Como se sentiriam os Outros?,como conteúdo,Uma má babysitter.,Não sou bom com crianças.,C
1749,A Addison viu a Quinn apaixonada por outra mulher no jogo.,O que vai acontecer com a Addison?,ficar devastado,estar com o coração partido,Preciso de contar à Quinn o que ela viu.,C
1750,Jan acenou com as mãos para que seus amigos pudessem reconhecê-lo na multidão.,Como se sentiriam os Outros em resultado disso?,Estou feliz por ver o Jan.,irritado com Jan,Pronto para lutar Jan,A
1751,Carson contou ao seu professor que nunca esteve no zoológico.,O que queremos por Carson?,Construir um zoológico,Pergunte sobre o zoológico,chegue ao zoológico,C
1752,"Sasha e a irmã tinham corridas frequentes, Sasha batia a irmã facilmente.",Porque é que o Sasha fez isto?,Deixe a irmã ganhar.,Prova que ela era a mais rápida.,precisava comer saudável,B
1753,Robin determinava a sorte de alguém escolhendo o vencedor e o perdedor do jogo.,O que os concorrentes vão querer fazer a seguir?,ser nomeado juiz de jogo,Ganha o favor do Robin.,Raiva Robin.,B
1754,Addison se ajustava aos propósitos do Kai e foi oferecido o emprego e benefícios.,Como se sentiria a Addison depois?,Agradecido depois.,Era o indicado para o trabalho.,Foi um candidato qualificado,A
1755,A Tracy levou o animal ao veterinário para que pudessem fazer as injecções.,O que é que a Tracy precisa de fazer antes disto?,Coloquem o cão no carro.,"- Não, não.",ir a um evento desportivo,A
1756,A Skylar balançou a cabeça e a Jordan também tremeu depois do mau trocadilho.,Porque é que a Skylar fez isto?,Passar o mau trocadilho,Conta uma piada melhor.,- Não .,A
1757,Carson desafiou o amigo a uma corrida para descobrir quem podia correr mais rápido.,Porque fez o Carson isto?,Tente ganhar a corrida.,Ver quem pode correr mais rápido .,Vejamos quem desiste primeiro.,B
1758,"Eles namoravam há muito tempo, mas quando o Casey disse à Ash que tinha acabado, ela levou a decisão a sério.",Como descreveria o Ash?,senti-me aliviado.,Sabe quando desistir.,Nunca desistas do amor.,B
1759,"A Addison viu que o Quinn estava apaixonado e deu-lhe um beijo. Não se importou que o Quinn gostasse dele, sabia que ele gostava mais dela.",O que vai acontecer ao Quinn?,Começar a namorar a paixão do Quinn,Ciumento que a Addison lhe tenha dado um beijo .,Estou feliz que outra rapariga tenha a mesma paixão.,B
1760,Carson era um detetive particular e conectou os pontos de um caso frio.,O que Carson vai querer fazer a seguir?,Caçar o criminoso por justiça,Punir o criminoso,Obtenha permissão para investigar mais,A
1761,"O Ash estava sem dinheiro para pagar as necessidades do resto da semana, por isso a Sydney deu-lhe algum dinheiro.",O que é que o Ash vai querer fazer a seguir?,comprar maquiagem,Queria ajudar o Ash.,comprar gasolina,C
1762,A Robin passou gás e foi muito alto e fez com que o quarto cheirasse mal.,O que os Outros vão querer fazer a seguir?,culpar outra pessoa,Olhe para Robin .,Dá um quinto ao Robin .,B
1763,"A Remy queria variedade na vida, por isso tentou muitas coisas diferentes.",O que é que o Remy vai querer fazer a seguir?,Voltar para as coisas antigas,ficar sozinha.,Conhecer pessoas novas,C
1764,O Jesse teve de levar o Austin ao hospital porque o Austin partiu um braço depois de cair.,Como se sentiria Austin?,agradecido,confiável,útil,A
1765,Cameron encolhe os ombros de Jan quando Jan não sabia a resposta.,O que Cameron vai querer fazer a seguir?,Pergunte-se qual é a solução,Ajudar Jan a sair,Gritar com Jan,A
1766,Os sapatos do Remy estavam manchados depois do longo jogo de futebol.,O que é que o Remy precisa de fazer antes disto?,jogar num jogo de futebol naquele dia,Tira-lhe os sapatos.,jogar num jogo de futebol naquele dia,A
1767,O Remy parecia que ia ficar zangado com o homem ontem.,Como descreveria o Remy?,Amável .,mal-humorado,irritado,B
1768,O Jesse publicou fotos em jornais para mostrar a vida de outras pessoas.,O que vai acontecer ao Jesse?,ser bem sucedido,ser reconhecido,tornar-se rico,B
1769,"Em um esforço para chegar a um compromisso, Riley fez concessões a Quinn que ela concordou.",O que é que a Riley vai querer fazer a seguir?,encontrar uma resolução,Honrar o acordo que fez com o Quinn.,Desrespeitar os sentimentos do Quinn.,B
1770,"A Jesse não podia usar o carro para ir trabalhar, por isso ela encontrou outra maneira.",O que é que o Jesse precisa de fazer antes disto?,Pague ao taxista.,bateu no carro dela com um taco,Tentei arrancar o carro dela.,C
1771,"A Skylar queria uma guerra civil, por isso elevou a tensão.",Como é que a Skylar se sentiria depois?,estranho,esperançoso,Um fã de guerras.,B
1772,Tracy colocou as velas em cima depois de acendê-las e perceber que estavam muito perto da prateleira.,O que é que a Tracy precisa de fazer antes disto?,Vai a uma festa com velas antes disto.,evitar o fogo,Tem velas antes disto,C
1773,"O Lee era um homem coqueteiro, por isso pôs o dedo nos lábios da Skylar.",O que vai acontecer ao Lee?,ser odiado,ficar ressentido,ser amado,C
1774,"O Riley estava preocupado que ficassem sem comida em breve, por isso, guardou toda a comida que encontrasse para ajudar a família a superar os tempos difíceis.",O que é que a Riley vai querer fazer a seguir?,Atirava a comida fora.,continuaria a salvar a comida,Comeriam toda a comida sozinhos.,B
1775,"O grupo finalmente concordou com uma ideia, apesar de Lee se opor todos os dias.",O que é que o Lee vai querer fazer a seguir?,Vai para o hospital.,desagrado,Sair da casa,B
1776,Robin leu cuidadosamente as instruções sobre como construir o conjunto da sala de jantar.,O que é que a Robin precisa de fazer depois disto?,Construir a secretária,Construir a mesa de bilhar,Construir as cadeiras,C
1777,Carson disse que podia deixar o lixo porque era suposto alguém o recolher.,Porque fez o Carson isto?,Explica-te .,Ignorar as regras.,mau,B
1778,Taylor parecia uma mulher e recebeu muitos elogios sobre sua aparência.,Como descreveria a Taylor?,sentir orgulho,sentir-se preguiçoso,lisonjeado,C
1779,Lee viajou para a França antes de ir para a Itália e depois para a Islândia.,O que é que o Lee vai querer fazer a seguir?,Vai para a Islândia a seguir.,Deixe o emprego dela a seguir.,comprar bagagem,A
1780,O Carson encontrou-se com a Jan para almoçar durante a pausa do almoço.,Como é que o Carson se sentiria depois?,Excitados por verem o Jan.,Eles comeram demais.,Eles fizeram uma pausa .,A
1781,"Apesar de saber a quem pertencia, quando a Addison viu o dinheiro no chão, ela o embolsou.",Como descreveria a Addison?,altruísta,um santo,não confiável,C
1782,"O Bailey assumiu a campanha, sentiu que os outros não estavam a fazer um trabalho eficaz e repreendeu-os.",Como se sentiriam os Outros?,como perturbado,muito capaz,um pouco deprimido,A
1783,Jesse adiou o orçamento e finalmente conseguiu fazê-lo.,Como descreveria o Jesse?,um procrastinador,na bola e pronto,- Desligado.,A
1784,A Alex enrolou a Bailey em ligaduras para que pudessem vestir-se como múmias.,O que é que o Alex vai querer fazer a seguir?,Faça-os parecer assustadores .,Jogar um jogo.,estarem a usar o fato deles,A
1785,"A família do Quinn queria que eles se tornassem médicos, mas o Quinn tornou-se advogado.",Como se sentiria a família do Quinn?,O Quinn zangado ganha mais do que eles .,Estou completamente satisfeito com o Quinn.,feliz enquanto pagar muito,C
1786,A Kendall pegou na minha cadeira e sentou-a à mesa da sala de jantar.,O que é que a Kendall vai querer fazer a seguir?,- Sim. - Sente-se à mesa.,- Não .,comer sozinho,A
1787,Jordan convenceu os pais de Cameron a deixá-los irem passar a noite na praia no mês seguinte.,Como se sentiria Jordan depois disso?,Como se estivesse na praia.,Como se estivessem a festejar na praia.,bem sucedido e animado,C
1788,"A maioria dos alunos tinha sido ensinada que os esportes eram os mais importantes, mas Robin os ensinou a usar seus cérebros.",O que Robin precisa fazer antes disso?,Ignorar os alunos,Pratique esportes com eles,Incentive os alunos,C
1789,Remy não tinha comido em quatro dias e comeu o jantar muito rapidamente.,Por que Remy fez isso?,Mantenha seu estômago cheio,Sair para a noite,tirar uma soneca após o trabalho,A
1790,A Robin deu conselhos aos alunos sobre o que fazer se os amigos deles usassem drogas.,O que os Outros vão querer fazer a seguir?,Agradeça-lhe .,Falar com os alunos sobre os riscos das drogas,Falar com os alunos sobre os perigos das drogas,A
1791,Skylar deu permissão ao Robin para comer bolo depois que o Robin causou algum problema.,O que vai querer fazer a seguir?,Dá o bolo para fora,corta o bolo,beber leite,B
1792,A Riley encontrou outra peça do quebra-cabeça na ilha.,Como se sentiria Robin?,Como se não estivessem a fazer bem a busca.,É triste que não encontrem pedaços.,Como se estivessem a ganhar.,C
1793,A Skylar trouxe doces para a escola no aniversário e partilhou em partes iguais com toda a turma.,O que os Outros vão querer fazer a seguir?,Celebrar o aniversário dela com a turma.,queixam-se de porções desiguais,Diz-lhe feliz aniversário.,C
1794,A Jordânia impôs um imposto sobre as importações provenientes de países estrangeiros.,O que a Jordânia deseja fazer a seguir?,contacte outros países,recolher os impostos,impor mais impostos,B
1795,A Quinn teve dificuldade em dizer o que sabiam.,Como se sentiriam os Outros?,Aborrecido com a informação,Impressionado com a informação,Desinteressado na informação,B
1796,A Jordan era professora e mandou a Sasha embora doente.,Como se sentiria Jordan depois disso?,Ainda bem que ela está em casa.,interessados,Ainda bem que ela descansou.,B
1797,O Casey e a Robin adoravam o cachorro e levavam-no para todo o lado.,O que é que o Casey precisa de fazer antes disto?,Precisava de encontrar um novo lar para o filhote.,necessária para adoptar o filhote,Eles adoraram .,B
1798,O Ash levou o portátil para a biblioteca para estudar.,O que é que o Ash vai querer fazer a seguir?,Estudo,ter um laptop e ir à biblioteca,falar,A
1799,"A Jesse tinha um grande nódulo nas costas, por isso chamou o médico imediatamente.",Como se sentiriam os Outros?,tão calmo,Como assustada,como nervoso,C
1800,"O encontro do Lee quer ver um filme de terror. O Lee não costuma ver filmes de terror, mas concorda em vê-lo.",Porque é que o Lee fez isto?,Parecem corajosos para o encontro.,Parece ter medo do encontro.,Mostrar o medo no encontro,A
1801,A cinza impediu que a bola grande e pesada rolasse pela colina em direção à criança pequena.,Porque é que o Ash fez isto?,em perigo,Ser forte o suficiente para parar a bola.,Proteger a criança,C
1802,"Todos os amigos do Jordan imploraram para ele ficar para jantar com eles, mas Jordan decidiu ir para casa para jantar em vez disso.",Como se sentiriam os Outros?,Fome,- Desligado.,Agitado que Jordan partiu para casa,C
1803,Sasha acendeu uma fogueira e estava a preparar-se para contar histórias.,Porque é que o Sasha fez isto?,Preparem os suprimentos para o Smores sobre o fogo .,Fica quente.,recolher lenha da floresta,B
1804,A Carson formou-se com honras e a Addison disse-lhe que tinham uma surpresa.,Como se sentiria Carson?,curioso,feliz,ambivalente,A
1805,A Kendall comprou uns comprimidos na loja e usou-os naquela noite.,Porque é que a Kendall fez isto?,ir a um funeral,Tirar a dor,Tenta dormir.,C
1806,Casey contou uma história de fantasmas para Ash e Ash se tornou muito assustado por ela,Como se sentiria Casey depois?,arrependido,realizado,irritação,A
1807,Jan voltou a trabalhar para pagar as contas daquele mês.,O que vai o Jan querer fazer a seguir?,pagar contas,Pararam de trabalhar,A conta dos cobradores naquele mês,A
1808,Mark estava dizendo a Lee como eles poderiam melhorar as vendas. Lee se opôs a todas as ideias.,O que Lee precisa fazer antes disso?,Trabalhar com Mark,Dobrar o negócio,Crie uma nova ideia,A
1809,"A Susan nunca tinha aprendido a usar pauzinhos antes, mas a Robin ensinou-os.",O que é que a Robin precisa de fazer antes disto?,Sei sobre a Susan.,Ensine alguém a usar pauzinhos .,Usem pauzinhos para comer a próxima refeição deles.,C
1810,"Depois de muitos anos longos e difíceis na escola, Quinn tornou-se advogado.",Como descreveria o Quinn?,interessado em debater a lei,interessado em quebrar a lei,Como se o seu esforço tivesse dado frutos.,C
1811,O Austin transmitiu na forma da Tracy porque estavam vestidos como um ao outro no Halloween.,Como se sentiria a Tracy por causa disso?,Celosos do Austin.,animado para celebrar o Halloween,- Furioso com o Austin .,B
1812,"Os pais do Cameron não queriam que ele ficasse até tarde com os amigos, mas o Jordan convenceu os pais do Cameron a deixá-lo.",O que vai querer fazer a seguir?,pedir para passar a noite,Agradeça aos pais da Cameron.,Compre um presente para os pais da Cameron.,B
1813,O Carson viu a namorada roubar e ficou muito chateado.,O que é que o Carson vai querer fazer a seguir?,Certifique-se que a namorada dele estava a fazer a coisa certa.,Fiquem com ele juntos.,Denuncia a namorada dele.,C
1814,"A Tracy encontrou um dólar no chão, agarrou-o e pôs-no no bolso.",Porque é que a Tracy fez isto?,ser rude com os outros,roubar dinheiro.,tornar-se mais rico,C
1815,"A Addison estava ansiosa por obter as notas finais, por isso deixaram isso em paz por agora.",Como se sentiria a Addison depois?,inteligente,Como estar estressado com as notas.,Como reorientar os pensamentos deles,B
1816,A Tracy queria estar mais perto do Ash e agora a Tracy sentou-se ao lado dele.,O que é que a Tracy vai querer fazer a seguir?,evitar uma pessoa irritante,Encontre um amigo para Ash.,Dê um abraço grande ao Ash.,C
1817,"Quin e Ash vivem juntos, mas Quinn foi o que obteve os rendimentos para ambos.",O que vai acontecer com Ash?,saída,abandonar o seu trabalho,Agradecer Quinn,C
1818,"O Jesse morava muito perto da praia, por isso aprendeu a surfar.",Porque é que o Jesse fez isto?,passar algum tempo em casa,Diverte-te um pouco.,passar algum tempo no oceano,B
1819,O Remy adorava jogar videojogos e gastava toda a mesada deles em videojogos.,Como é que o Remy se sentiria depois?,satisfeito,excitado,desanimado,B
1820,"Enquanto estava de folga, a Bailey dirigiu até ao centro comercial.",Como é que a Bailey se sentiria depois?,Estressado com o tempo de descanso,Gosta de se divertir.,Gosta de fazer compras.,C
1821,Ash impediu que o bebê se deslocasse na mesa de mudança.,O que a mãe quer fazer a seguir?,manter o bebê na mesa,A mãe muda a fralda,A mãe irá alimentar o bebê.,B
1822,O Riley salvou o povo da inundação daquele ano.,O que os Outros vão querer fazer a seguir?,Adora-o,Construir infraestruturas para proteger contra inundações,Desvalorizá-lo,B
1823,O Austin moveu o carro do Jordan para ele poder sair da garagem.,O que vai querer fazer a seguir?,Venda o carro dele.,Vai para algum lado.,Parque atrás de Austin,B
1824,O Remy sentiu um mau cheiro e viu que deixaram comida no fogão.,Como descreveria o Remy?,esquecido,mau,Como observador,A
1825,"Carson disse ao seu cão para nunca urinar em casa, mas o cão fez mesmo assim.",Como é que o Carson se sentiria depois?,louco,Tem medo de punir o cão dele.,feliz,A
1826,A polícia estava à procura de um suspeito e a Kendall percebeu que estava ao lado do homem.,Como se sentiria a Kendall depois?,excitado,feliz,assustado,C
1827,A Aubrey deu um carro novo à Taylor no Natal do ano passado.,O que é que o Aubrey precisa de fazer antes disto?,ser mais ativo,Fique em casa.,Não faça nada.,A
1828,Cameron impediu-me de votar nas eleições de forma muito ilegal.,Como se sentiriam os Outros?,Muito feliz.,Preocupado por ser apanhado.,muito zangado,C
1829,"Enquanto tentava mudar de faixa para contornar o trânsito, Ash impediu que o carro se movesse.",O que os Outros vão querer fazer a seguir?,Os outros vão avisar o Ash.,Outros tocarão a buzina,Os outros vão avisar a segurança.,B
1830,Sasha desafiou Ash e seu amigo a uma corrida e ela ganhou facilmente mais de uma vez.,O que vai acontecer ao Ash?,Ficar impressionado,Ash irritante,Correr o dia todo.,A
1831,Cameron teve que encontrar luz para que ele pudesse interpretar o mapa.,Como você descreveria Cameron?,Confiança digna,Fico feliz em encontrar uma luz,Inconsiderado,B
1832,A Quinn deu dicas ao namorado sobre o que ela gostaria para o aniversário.,Como descreveria o Quinn?,Não quer parecer exigente,direta sobre o que ela quer,excitado,B
1833,Jan visitou o primo deles que estava tendo problemas de saúde.,Como se sentiria Jan depois?,Cuidadoso,Desanimado,irritado,A
1834,A Aubrey estava a trabalhar no projecto para o trabalho.,Como se sentiriam os Outros?,tão calmo,Como se ela fosse uma trabalhadora.,Gosta de fazer as coisas bem.,B
1835,"Tracy custou à Terra a sua população, fabricando algumas bombas nucleares e vendendo-as.",Como descreveria a Tracy?,sentir raiva,Horrível.,envergonhado,B
1836,A Skylar comprou cartões no outro dia sem pensar no que iria usar os cartões.,Porque é que a Skylar fez isto?,Vai à loja,ter cartões em casa,Compre algo que ela viu imediatamente.,B
1837,O Remy também viu a luta porque aconteceu no gramado da frente.,Como é que o Remy se sentiria depois?,tem medo,Calma .,Pesimista,A
1838,Alex deu tudo e a equipa ganhou por causa do esforço.,O que é que o Alex vai querer fazer a seguir?,Deixe-me em paz.,vencer,Agradeça aos colegas de equipa.,C
1839,Robin e Jan eram melhores amigos de infância e Robin finalmente conheceu Jan para o jantar depois de 15 anos.,Como Robin se sentiria depois do jantar?,Nostálgico do hambúrguer que eles tinham com Jan para o jantar,falta Jan,Mudou muito desde que eram crianças,C
1840,No sábado Ash decidiu que queria ir apanhar ar fresco do oceano.,Como é que o Ash se sentiria depois?,Feliz por estar lá fora.,Feliz por estar lá dentro.,Relaxado mas infeliz,A
1841,Jesse trabalhava há vários meses e até tinha publicado algumas histórias em jornais.,Como descreveria o Jesse?,Um criador de escrita,Um conquistador de escritos,bem sucedido,C
1842,A Addison foi muito mais cuidadosa desta vez quando fez as suas contas.,Porque é que a Addison fez isto?,Faça matemática melhor.,ensinar matemática bem,Façam o melhor que puderem.,C
1843,"A Alex defendeu o Ash no trabalho, ao chefe deles para os ajudar.",O que vai acontecer ao Ash?,- Não .,- E eu ganho um aumento .,Agradeça-lhes .,C
1844,Carson e Taylor foram a uma reunião desagradável do clube e Carson escondeu a identidade de Taylor.,Como descreveria o Carson?,proteção,egoísta,irritado,A
1845,"O Casey queria que ele provasse a comida, por isso colocou a mão na boca da Taylor.",O que é que a Taylor vai querer fazer a seguir?,Come a comida.,"Queria , por favor , Taylor .",vomitar a comida,A
1846,"Taylor tinha sido o juiz em sua pequena comunidade por muitos anos, Addison foi a primeira pessoa que ele já tinha condenado à morte.",O que vai acontecer com Taylor?,ser enterrado,inocente,suportar a pressão,C
1847,"Tracy permaneceu amiga deles, embora fossem maus.",O que é que a Tracy vai querer fazer a seguir?,Pára de andar com eles.,- Acaba com eles.,passar tempo com eles,A
1848,"A Lee queria passar tempo com o Remy, por isso ela assistiu um jogo com o Lee.",Como se sentiria Lee?,social,irritado,Amado,C
1849,Quinn dedicou seu tempo livre ao serviço de ajudar pessoas necessitadas no hospital.,O que é que o Quinn precisa de fazer antes disto?,comprar um café,ter um espírito de carinho,dormir,B
1850,Kai estava a jogar ténis no calor e bebia muita água.,O que vai o Kai querer fazer a seguir?,Reservar um campo de ténis,Encontrar alguém com quem jogar tênis.,Encontrar alguma sombra,C
1851,O cameron impediu o povo de votar porque queria que um certo candidato vencesse.,O que acontecerá com os outros?,Chame a polícia,entrar em uma luta,ser feliz,A
1852,Cameron fez a pintura perfeita para poder participar no concurso.,O que é que a Cameron precisa de fazer antes disto?,Enquadra-o,Certifique-se de que a pintura fosse atraente,Submeter,B
1853,Jordan emitiu uma opinião de Addison e lhe ofereceu a posição de imediato.,O que a Jordânia deseja fazer a seguir?,ter o melhor empregado possível,garantir que Addison não foi abordado por ninguém,receber uma resposta em seguida,A
1854,A Tracy disse ao Ash que precisavam de óculos e depois acompanharam-nos ao óptico para a consulta.,O que é que a Tracy precisa de fazer antes disto?,Conheço bem o Ash.,Não sei Ash.,Espera pelo médico.,A
1855,"O gato de Ash fugiu na semana passada durante a tempestade, então Ash encontrou outro gato.",Como você descreveria Ash?,raivoso,excitado,média,B
1856,A Addison fechou naquele dia porque tinham muitos recados para fazer.,O que é que a Addison vai querer fazer a seguir?,evitar fazer as suas recados,Cuidado com as suas encomendas,Planejar o que fazer naquele dia,B
1857,O Casey participou de um concurso de arte que se realizou na escola dele.,Porque fez o Casey isto?,mostrar o seu trabalho,Faça um pedaço,Perder uma competição,A
1858,A Addison trabalhou muito nas entrevistas e conseguiu o emprego.,Como se sentiriam os Outros?,feliz,excitado,Como estar perto da Addison .,A
1859,O Casey mudou a vida deles depois de deixar o uso de heroína e o abuso de álcool.,O que vai querer fazer o Casey a seguir?,Faça 12 passos,Entrar numa clínica de reabilitação,Tente outro vício,B
1860,Taylor ensinou-lhes o caminho e levou-os através da floresta.,O que Taylor vai querer fazer a seguir?,Faça-os perderem-se,Agradecimentos,Encontre a floresta,B
1861,A Riley poupou todo o dinheiro porque queria uma roupa nova.,Porque é que a Riley fez isto?,Eles precisam de fazer um plano .,Eles precisam ter autocontrole.,Arranja algo agradável.,C
1862,Robin e Kai estavam a lutar num tapete e a Robin caiu no pescoço do Kai.,Como é que o Kai se sentiria?,culpado,O pescoço doendo-os,Como abraçar o Kai.,B
1863,Carson estava na casa de sua avó e ela perguntou se ele gostaria de alguns biscoitos cozidos frescos.,Como Carson se sentiria depois?,Perturbado depois,Os outros também apreciariam alguns cookies.,Satisfeito depois,C
1864,Casey o conheceu para o almoço e sentou para discutir os detalhes.,O que acontecerá com Casey?,recusar ouvir,jantar,ter uma conversação,C
1865,"O Lee era péssimo no basquetebol, por isso queria atirar a bola às pessoas em vez de acertá-las.",O que os Outros vão querer fazer a seguir?,praticar os seus fundamentos,Trabalhar para se tornar um jogador mais eficaz,Lee correto,C
1866,Quinn esqueceu o dinheiro para que Tracy comprasse o item de Quinn.,O que acontecerá com Quinn?,ser rico,án,perder amigos,B
1867,"Alex agiu sobre a raiva de Ash, socando-o de volta na cabeça.",Como você descreveria Alex?,Sentindo-se orgulhoso,Sentindo-se entediado,sentir-se preguiçoso,A
1868,Riley estava vendo Cameron sair de trás da janela. Riley viu Cameron dirigir.,O que Riley vai querer fazer a seguir?,Olhar para Cameron,Faça suas tarefas,Chamar Cameron,A
1869,"Skylar, uma cirurgiã, realizou um procedimento para que Robin pudesse comer sem o uso de um tubo de alimentação pela primeira vez em sua vida.",O que Skylar fez por Robin?,ler Robin um livro,Cirurgia em Robin,A perna esquerda de Robin amputada,B
1870,Tracy esticou o pescoço para espionar o que Carson estava falando.,O que vai acontecer com Carson?,ser gritado por Carson,ficar curioso,ser conhecido,C
1871,"A Aubrey decidiu que era hora de o filho aprender a gerir as finanças, por isso Aubrey deu uma mesada à criança.",Porque é que o Aubrey fez isto?,Seja feliz.,encorajar o filho a comprar coisas,ensinar seu filho sobre dinheiro,C
1872,"Depois de anos de exames, Kai desenvolveu câncer, não surpreendente, pois é comum em sua família.",O que acontecerá aos Outros?,Ignora-a .,Espero que ela passe .,adquirir a mesma doença,B
1873,A Cameron conheceu o marido da Kendall no bar e passaram um bom bocado juntos.,O que vai acontecer com a Kendall?,em admiração,preguiçoso,beijar o marido da Kendall.,A
1874,A Riley e a Quinn estavam num jogo e foram ao estande de concessões.,O que é que a Riley vai querer fazer a seguir?,Saiam do parque.,Compra uma bebida.,Vai à casa de banho.,B
1875,A Aubrey economizou dinheiro e finalmente comprou um carro que precisava para ir trabalhar.,Porque é que o Aubrey fez isto?,ir numa viagem de carro,Conduzir para ir ver a família dela.,Fazer o deslocamento para o trabalho,C
1876,"Enquanto Taylor ajoelhava-se para rezar, Taylor recebeu uma mensagem do Senhor.",O que é que a Taylor vai querer fazer a seguir?,Tornar-me um leitor de pensamentos,tornar-me freira,tornar-me um renegado,B
1877,Jesse deu ao bebê o nome de seu tio.,O que Jesse precisa fazer antes disso?,Ensinar o bebê,Dê o bebê de volta,Anote-o,C
1878,Quinn tinha vendido tudo menos um item e a Tracy comprou a única camisa que restava da Quinn.,O que quer o Quinn fazer a seguir?,Vai para casa.,Dá a camisa à Tracy.,Diz à amiga dela.,B
1879,Casey foi ao médico para obter ajuda em relação à sua doença e recebeu uma receita.,O que Casey vai querer fazer a seguir?,Não fique doente,ir a uma farmácia,melhor,B
1880,A Robin rebentou o estande de gelados quando passou no seu disco.,Como descreveria a Robin?,Desculpem.,imprudente e descuidado,um condutor muito seguro,B
1881,Sydney estava animada para jogar beisebol na liga novamente.,O que Sydney vai querer fazer a seguir?,correr para a primeira base,bater o birdie,Adquirir o equipamento adequado para jogar,C
1882,A Taylor divorciou-se do marido depois de o ter avisado que odiava traidores.,O que é que a Taylor precisa de fazer antes disto?,Perdoe o marido dela.,Apanhá-lo a trair,Renovar os votos dela,B
1883,"Como membro do time, Austin ajudou outro companheiro de equipe para que o time tivesse sucesso.",O que é que o Austin vai querer fazer a seguir?,Trabalhar juntos,Deixe o esquadrão .,lutar com os outros,A
1884,Kendall viu um homem entrar no banco e depois apontar uma arma ao caixa.,O que os Outros vão querer fazer a seguir?,Chama a polícia.,Tente parar o assaltante do banco.,Construir um boneco de neve,A
1885,"O Taylor estava a caçar o veado, mas chegou perto o suficiente para disparar.",Como descreveria a Taylor?,orgulhoso,caça,Salvar veados,A
1886,Tracy comprou algo que Quinn possuía antes de saber que pertencia ao Quinn.,O que é necessário para Tracy antes disso?,Saber que é Quinn,Dá-lo como domicilio,Obtenha o item,C
1887,"Carson era muito novo, mas era responsável.",Como descreveria o Carson?,responsável,responsável posteriormente,Capaz de depois,A
1888,A Addison contratou o Jesse para gerir o dinheiro deles.,O que é que a Addison vai querer fazer a seguir?,Invista o dinheiro.,Gestores de comutação,Use o Jesse .,A
1889,Remy tropeçou acidentalmente enquanto caminhava para a paragem do ônibus e sentiu-se muito envergonhado.,Como descreveria o Remy?,Envergonhado.,Consciência social,ferido,A
1890,Jan estava chateado com Bailey e decidiu não fazer-lhes nenhum favor.,O que vai acontecer com Jan?,desculpar-se,Deixe Bailey falhar,fazer Bailey louco,B
1891,Taylor perdeu muitas boas oportunidades naquele ano.,Como é que a Taylor se sentiria depois?,Como se ela tivesse uma hipótese.,muito amargo,Não sabia,B
1892,Jordan pagava bem como empregador.,O que os Outros vão querer fazer a seguir?,Fica irritado.,Espalhem a palavra.,contratar mais funcionários,B
1893,A Alex pôs gelo na ferida e o inchaço diminuiu muito.,O que é que o Alex vai querer fazer a seguir?,comprar um barco,Vai ao banco.,Mantenha o gelo ligado .,C
1894,Jan foi nadar no oceano que estava perto de sua casa.,O que é que a Jan precisa de fazer antes disto?,ir a um shopping,Relaxa .,caminhar até ao oceano,C
1895,"A Sydney fez um cruzeiro, embora não pudessem pagar e ficassem sem dinheiro.",Como descreveria Sydney?,Alguém que põe poupanças no banco.,infeliz,Alguém que põe a piada acima da razão.,C
1896,Sasha ia a um adivinho e tinha lido a mente deles.,O que acontecerá aos Outros?,Eles vão descobrir o seu futuro,Eles vão aprender coisas.,Pergunta-lhes sobre a sorte deles.,C
1897,"A Aubrey não tinha certeza se o carro velho iria fazer a viagem. Como resultado, Aubrey comprou um novo carro.",O que é que o Aubrey vai querer fazer a seguir?,Asegurar o carro novo,Queria andar em conforto.,Regista o carro velho,A
1898,"Depois de fazer uma pequena pesquisa, o Kai disse ao Carson que ele deve ser de ascendência real.",O que vai acontecer ao Kai?,Fazer pesquisa sobre Carson .,Faça mais pesquisas sobre a realeza,tornam-se ciumentos do Kai,B
1899,Lee estava apaixonado por um calouro de dezoito anos na faculdade.,Como os outros se sentiriam como resultado?,um jovem,invejoso,um romântico,B
1900,O Lee descobriu que os teus pais estavam envolvidos num acidente de carro e morreram.,Porque é que o Lee fez isto?,Desejo-te sorte também .,Salve os teus pais do acidente.,Deixe-me que saiba que o Lee se importa com você .,C
1901,"Devido a defeitos genéticos, Lee ficou cego.",Como descreveria o Lee?,Muito triste.,aceitar,aceito por outros,A
1902,O Remy também viu a luta e decidiu chamar as autoridades.,Porque é que o Remy fez isto?,Explique a situação à polícia.,Vai para casa e cuida dos seus assuntos .,Ajudar a impedir que a luta continue.,C
1903,"Kai entrou ofegante depois de passar horas no sol quente jogando basquete com seus amigos. Uma vez lá dentro, Kai bebeu muita água.",Como Kai se sentiria depois?,sedento,ressecada,refrescado,C
1904,Kai trabalhava na mesma empresa há 5 anos e eles decidiram que era hora de trabalhar duro para conseguir uma promoção.,Porque é que o Kai fez isto?,empreender um projecto de alto nível,avançar na sua carreira,Discuta o caminho da carreira com o chefe,B
